EwbNo,DocNo,VehicleNo,Distance
469951003627,INV-4678,TS09AB4617,633
348687418492,INV-4679,TS09AB8897,597
251329788426,INV-4680,TS09AB6618,607
403961883337,INV-4681,TS09AB8290,243
545080875696,INV-4682,TS09AB6201,290
679154741031,INV-4684,TS09AB8831,132
489653746208,INV-4685,TS09AB4943,56
236110020030,INV-4686,TS09AB9164,98
914126544595,INV-4687,TS09AB5614,406
249114123528,INV-4688,TS09AB1739,993
864028300883,INV-4689,TS09AB1410,333
588155279368,INV-4690,TS09AB2404,457
642898960261,INV-4692,TS09AB3068,23
364892818278,INV-4693,TS09AB3218,272
907467810775,INV-4694,TS09AB6307,487
415599533291,INV-4695,TS09AB9916,864
165668285904,INV-4696,TS09AB5173,26
561945067584,INV-4697,TS09AB4076,968
316877049880,INV-4698,TS09AB2323,179
754396023992,INV-4699,TS09AB8016,330
737124052306,INV-4700,TS09AB2911,812
479616882833,INV-4701,TS09AB5834,220
278180613533,INV-4702,TS09AB1109,193
644746644922,INV-4704,TS09AB4889,178
554510004869,INV-4705,TS09AB4140,889
174441204174,INV-4706,TS09AB8570,181
921137477149,INV-4708,TS09AB3466,154
790596689580,INV-4709,TS09AB8524,992
564026951350,INV-4713,TS09AB2875,266
722949163504,INV-4714,TS09AB6604,616
237320970196,INV-4715,TS09AB4376,729
965710722050,INV-4716,TS09AB2449,262
419627901802,INV-4717,TS09AB3321,700
297492855291,INV-4718,TS09AB5641,196
852628865554,INV-4719,TS09AB8416,141
255557776360,INV-4720,TS09AB7809,182
324646467127,INV-4721,TS09AB1928,26
863625384177,INV-4722,TS09AB2022,32
772890419817,INV-4723,TS09AB8168,695
160771888125,INV-4724,TS09AB3995,924
421449786253,INV-4725,TS09AB8533,505
436679131087,INV-4726,TS09AB4982,321
947250189074,INV-4727,TS09AB5596,154
276304734262,INV-4728,TS09AB1871,158
724986419131,INV-4729,TS09AB7425,955
405101603314,INV-4730,TS09AB8496,947
462910619681,INV-4731,TS09AB9650,664
863278745081,INV-4732,TS09AB9217,803
170522156409,INV-4733,TS09AB6069,615
558411880481,INV-4735,TS09AB3793,168
746059605769,INV-4736,TS09AB1682,153
497452796958,INV-4737,TS09AB8355,944
688469044423,INV-4738,TS09AB2172,792
836414275325,INV-4739,TS09AB4494,770
812654063795,INV-4740,TS09AB4454,396
166099311057,INV-4741,TS09AB9892,419
922704783673,INV-4742,TS09AB8633,479
899588680591,INV-4743,TS09AB2628,346
531001702668,INV-4744,TS09AB6530,49
645738592930,INV-4745,TS09AB4316,509
731279682040,INV-4747,TS09AB7842,255
527178746099,INV-4748,TS09AB4384,699
936305011012,INV-4749,TS09AB1030,600
989196775151,INV-4750,TS09AB8774,637
967074169755,INV-4751,TS09AB5977,693
700575358109,INV-4752,TS09AB9063,393
314447065830,INV-4754,TS09AB8134,819
585900159006,INV-4755,TS09AB3720,480
483534426326,INV-4756,TS09AB3375,87
603558409481,INV-4757,TS09AB7529,771
471640465363,INV-4758,TS09AB2884,423
249077333704,INV-4759,TS09AB9259,13
246576929824,INV-4760,TS09AB4315,697
601204864750,INV-4761,TS09AB6655,278
812016366207,INV-4762,TS09AB1066,524
263758841137,INV-4763,TS09AB8476,364
865289526283,INV-4764,TS09AB7301,674
393591467519,INV-4765,TS09AB7899,794
993755272207,INV-4766,TS09AB1395,36
352218147228,INV-4767,TS09AB9798,60
426483346254,INV-4768,TS09AB3672,696
909635098243,INV-4769,TS09AB9028,804
786209982128,INV-4770,TS09AB2516,554
857213826086,INV-4771,TS09AB1205,681
393557793328,INV-4772,TS09AB9782,838
404666918624,INV-4773,TS09AB9030,167
712149015950,INV-4774,TS09AB9117,610
958871859575,INV-4775,TS09AB8646,173
237033359852,INV-4777,TS09AB1285,730
936408483083,INV-4778,TS09AB7925,209
571202711073,INV-4779,TS09AB1730,388
199952910357,INV-4780,TS09AB4507,810
948347509164,INV-4781,TS09AB8896,887
833375769568,INV-4782,TS09AB8593,315
188228337395,INV-4783,TS09AB5994,849
820968595485,INV-4784,TS09AB4985,520
255491845222,INV-4785,TS09AB5654,769
919736996482,INV-4786,TS09AB7204,788
383460029911,INV-4787,TS09AB1652,417
342672814987,INV-4788,TS09AB9679,467
487445649142,INV-4789,TS09AB8369,215
165838018363,INV-4790,TS09AB3965,608
728056654890,INV-4791,TS09AB1306,239
735651124890,INV-4792,TS09AB5918,419
601536367830,INV-4793,TS09AB9182,689
443407029909,INV-4794,TS09AB7042,819
629972595852,INV-4795,TS09AB4531,856
488771366145,INV-4796,TS09AB2247,676
328714010158,INV-4797,TS09AB2384,81
982494859532,INV-4798,TS09AB2966,769
920689734135,INV-4799,TS09AB8592,888
412445633709,INV-4800,TS09AB9466,576
363635647257,INV-4801,TS09AB6110,383
194045168601,INV-4803,TS09AB9807,102
847744488861,INV-4805,TS09AB5067,952
184299914019,INV-4806,TS09AB9177,835
630898348794,INV-4807,TS09AB6650,803
157485181525,INV-4809,TS09AB9624,97
889554702832,INV-4810,TS09AB8830,59
177559769477,INV-4811,TS09AB1181,573
351892342271,INV-4812,TS09AB3488,981
951144768008,INV-4813,TS09AB5431,392
890628523484,INV-4814,TS09AB8592,558
418635530485,INV-4815,TS09AB8945,51
599788518240,INV-4816,TS09AB5514,569
639487984532,INV-4817,TS09AB3908,204
489684543246,INV-4819,TS09AB2519,537
854602192963,INV-4822,TS09AB4537,994
505981282950,INV-4824,TS09AB1739,129
217785083175,INV-4825,TS09AB5247,338
322709533893,INV-4826,TS09AB3955,982
785023438509,INV-4827,TS09AB9202,705
483585502926,INV-4828,TS09AB1705,912
462391401096,INV-4829,TS09AB2146,746
564270973598,INV-4830,TS09AB3983,405
656766347967,INV-4831,TS09AB4206,665
140404448666,INV-4835,TS09AB7146,979
518799263760,INV-4836,TS09AB4389,899
792633639768,INV-4837,TS09AB9502,816
165838232575,INV-4838,TS09AB9635,285
239470234845,INV-4839,TS09AB8047,831
228748879632,INV-4840,TS09AB4577,317
153807573487,INV-4841,TS09AB8817,251
913092194265,INV-4842,TS09AB6494,315
751541359154,INV-4844,TS09AB5984,588
177793513175,INV-4845,TS09AB4486,846
395470516935,INV-4846,TS09AB1249,539
830865528158,INV-4848,TS09AB1733,985
822008541596,INV-4849,TS09AB5349,311
551350744717,INV-4850,TS09AB6416,198
118608314033,INV-4851,TS09AB6216,470
380276177885,INV-4852,TS09AB2849,326
738830458642,INV-4853,TS09AB7022,320
515539381286,INV-4854,TS09AB2035,423
313882425371,INV-4855,TS09AB4775,211
106731771708,INV-4856,TS09AB2600,290
985052143968,INV-4858,TS09AB8480,656
524053108590,INV-4859,TS09AB3509,986
851553745090,INV-4860,TS09AB2299,862
525599475146,INV-4861,TS09AB5415,244
363948462168,INV-4862,TS09AB9062,681
647798739697,INV-4863,TS09AB5849,624
681229383257,INV-4864,TS09AB2673,821
311480346995,INV-4865,TS09AB6358,529
847873858390,INV-4866,TS09AB1184,37
234507238760,INV-4869,TS09AB6343,195
124932557871,INV-4870,TS09AB8501,664
319132840321,INV-4871,TS09AB3269,319
889847918665,INV-4872,TS09AB5546,389
396132463605,INV-4873,TS09AB6100,958
422537041585,INV-4874,TS09AB3327,588
720162967282,INV-4875,TS09AB1020,66
201867945856,INV-4876,TS09AB6625,24
881047071279,INV-4877,TS09AB7397,407
381374594324,INV-4879,TS09AB6996,97
184237821862,INV-4880,TS09AB7822,101
840199702810,INV-4881,TS09AB5916,333
448226251625,INV-4882,TS09AB9921,648
707326158683,INV-4883,TS09AB3731,978
621452101547,INV-4884,TS09AB8195,221
395256642838,INV-4885,TS09AB8973,470
464045207099,INV-4886,TS09AB1758,629
412466966463,INV-4887,TS09AB1384,506
862149634588,INV-4888,TS09AB3408,936
219796072333,INV-4889,TS09AB2833,437
567833391223,INV-4890,TS09AB5170,293
421498707929,INV-4891,TS09AB4353,316
521678257435,INV-4892,TS09AB4191,787
416557609368,INV-4893,TS09AB7344,136
383635433272,INV-4894,TS09AB9669,549
608302694507,INV-4895,TS09AB3131,500
549622102133,INV-4896,TS09AB3672,267
109613463014,INV-4897,TS09AB2596,282
480835317413,INV-4898,TS09AB1578,86
901842094006,INV-4899,TS09AB9880,188
923609043248,INV-4901,TS09AB5925,93
703976792396,INV-4902,TS09AB8115,74
513815160848,INV-4903,TS09AB9677,867
199241149667,INV-4904,TS09AB1254,412
945793247176,INV-4905,TS09AB4190,847
950434460287,INV-4906,TS09AB4981,640
939863628264,INV-4907,TS09AB4865,50
102795785317,INV-4908,TS09AB3046,546
895766602273,INV-4910,TS09AB8110,620
960622049129,INV-4911,TS09AB6687,182
824810398575,INV-4912,TS09AB4337,892
807179806522,INV-4913,TS09AB4218,109
892893644405,INV-4914,TS09AB4685,796
859033464996,INV-4915,TS09AB4572,997
235884824846,INV-4916,TS09AB4644,584
659962746818,INV-4917,TS09AB6058,104
615655292623,INV-4918,TS09AB4393,730
994298338869,INV-4919,TS09AB7011,286
399772893970,INV-4920,TS09AB5549,844
809476411714,INV-4921,TS09AB8275,599
415805472355,INV-4922,TS09AB9864,539
772301140390,INV-4923,TS09AB5679,919
304196675425,INV-4924,TS09AB3533,627
258394900725,INV-4925,TS09AB5414,803
927524695624,INV-4926,TS09AB4548,214
599469538644,INV-4927,TS09AB8963,74
388375527770,INV-4928,TS09AB6960,459
768753356421,INV-4929,TS09AB5637,445
876634920721,INV-4930,TS09AB4908,160
526589269873,INV-4931,TS09AB4035,466
914526264402,INV-4932,TS09AB3576,833
187827863320,INV-4933,TS09AB5127,665
243567283414,INV-4934,TS09AB2230,835
317507763734,INV-4935,TS09AB2378,394
535866769753,INV-4936,TS09AB6521,988
533800745887,INV-4938,TS09AB8478,890
700794396587,INV-4939,TS09AB4801,703
810186454260,INV-4940,TS09AB8746,665
768286777195,INV-4941,TS09AB8734,245
983271069020,INV-4942,TS09AB4460,220
645281749163,INV-4943,TS09AB4641,603
697615660991,INV-4945,TS09AB3648,291
345697609919,INV-4946,TS09AB2227,537
427387474809,INV-4947,TS09AB1123,674
562283874786,INV-4948,TS09AB5435,320
764790405994,INV-4949,TS09AB6390,250
877433480475,INV-4950,TS09AB7783,976
157343710183,INV-4951,TS09AB2811,921
784343758862,INV-4952,TS09AB7505,97
898233369997,INV-4953,TS09AB7629,874
921422413057,INV-4954,TS09AB6452,464
467851312550,INV-4955,TS09AB9908,746
711027889938,INV-4956,TS09AB5000,265
581999114761,INV-4958,TS09AB5765,164
116950772605,INV-4960,TS09AB1198,979
667367123203,INV-4961,TS09AB8880,70
604658627446,INV-4964,TS09AB4886,547
396832856671,INV-4966,TS09AB1582,149
514137427441,INV-4967,TS09AB1093,306
989939927804,INV-4968,TS09AB6881,96
429453582154,INV-4969,TS09AB9356,878
160009727023,INV-4970,TS09AB1253,263
466610479066,INV-4971,TS09AB7212,37
319507716024,INV-4972,TS09AB9229,165
350891340497,INV-4973,TS09AB3534,850
644371662285,INV-4974,TS09AB5923,840
784200888341,INV-4975,TS09AB1548,670
392830143758,INV-4976,TS09AB6020,306
300064886575,INV-4978,TS09AB2951,119
611682755902,INV-4979,TS09AB4173,531
312872923151,INV-4980,TS09AB7049,814
144989269736,INV-4981,TS09AB2676,404
720465375715,INV-4983,TS09AB2456,304
774191822219,INV-4984,TS09AB7205,178
473983966839,INV-4985,TS09AB3262,364
908519467592,INV-4986,TS09AB7286,743
512284934939,INV-4987,TS09AB1772,533
459764677882,INV-4988,TS09AB6503,637
338872300266,INV-4989,TS09AB5140,169
344646573821,INV-4992,TS09AB4091,600
675229201918,INV-4993,TS09AB3675,360
482187097776,INV-4994,TS09AB9499,16
776036720473,INV-4995,TS09AB3201,787
205865354860,INV-4996,TS09AB5353,49
553007367849,INV-4997,TS09AB4155,246
479842939869,INV-4998,TS09AB7472,217
622894504921,INV-5000,TS09AB2799,369
639892973347,INV-5001,TS09AB7796,742
687232866672,INV-5002,TS09AB7767,451
481352490368,INV-5003,TS09AB8023,856
756460738558,INV-5004,TS09AB2739,288
357773499607,INV-5005,TS09AB4543,771
980522291604,INV-5006,TS09AB9612,271
184016603500,INV-5007,TS09AB4003,308
483095074090,INV-5009,TS09AB4958,810
824993369473,INV-5010,TS09AB5781,915
764890264293,INV-5011,TS09AB4621,261
892203447887,INV-5012,TS09AB4605,809
907369476684,INV-5013,TS09AB6575,359
645970268524,INV-5014,TS09AB6638,524
275077999465,INV-5015,TS09AB6255,488
156871600308,INV-5016,TS09AB9348,917
475159369580,INV-5017,TS09AB1877,675
532218306883,INV-5018,TS09AB8543,605
247467736087,INV-5019,TS09AB3248,526
509307297000,INV-5020,TS09AB9358,774
119432433490,INV-5021,TS09AB3176,459
763171568109,INV-5022,TS09AB1694,560
241800666069,INV-5023,TS09AB8614,387
194678137899,INV-5024,TS09AB3821,784
810733111669,INV-5025,TS09AB6313,382
927320576786,INV-5026,TS09AB7279,970
469035843887,INV-5027,TS09AB9283,527
111973027480,INV-5029,TS09AB6498,843
432722558781,INV-5030,TS09AB3424,332
179200115304,INV-5031,TS09AB9409,438
106940566169,INV-5033,TS09AB6255,883
372264488023,INV-5034,TS09AB2931,327
721077441316,INV-5035,TS09AB7083,590
626577925072,INV-5036,TS09AB2276,19
434356502235,INV-5037,TS09AB7283,912
313798968924,INV-5038,TS09AB6013,74
364149421269,INV-5039,TS09AB3537,784
741407281966,INV-5040,TS09AB7846,172
439202234295,INV-5042,TS09AB1673,127
113051096152,INV-5043,TS09AB6663,627
583164560094,INV-5044,TS09AB5435,849
514857280582,INV-5045,TS09AB1874,758
133705990135,INV-5046,TS09AB4860,712
778043441136,INV-5047,TS09AB7329,101
742269869011,INV-5048,TS09AB1730,504
841602107013,INV-5049,TS09AB2971,741
252867450569,INV-5050,TS09AB3679,157
645497106653,INV-5051,TS09AB7986,110
549541476539,INV-5053,TS09AB8733,727
172216886692,INV-5054,TS09AB8266,495
392949390712,INV-5055,TS09AB1095,944
764656986301,INV-5056,TS09AB8753,77
189442143862,INV-5057,TS09AB7978,584
554801554289,INV-5058,TS09AB5136,405
298887409303,INV-5059,TS09AB5076,442
851818258151,INV-5060,TS09AB8839,634
736411125416,INV-5061,TS09AB8008,623
460154452461,INV-5062,TS09AB1290,59
719942718318,INV-5063,TS09AB3701,983
630348821273,INV-5064,TS09AB7718,89
130728193798,INV-5065,TS09AB8477,567
458813937849,INV-5066,TS09AB2260,747
261867941643,INV-5067,TS09AB2438,756
466312687306,INV-5068,TS09AB4935,640
615033490085,INV-5069,TS09AB1010,647
341614712984,INV-5071,TS09AB5322,535
147713282075,INV-5072,TS09AB6681,184
300509591167,INV-5074,TS09AB5515,956
638461748053,INV-5075,TS09AB7956,763
213956507531,INV-5076,TS09AB6609,582
513149548185,INV-5077,TS09AB9680,995
743957143991,INV-5078,TS09AB3439,105
854471448802,INV-5079,TS09AB3540,220
833413736343,INV-5080,TS09AB9130,870
537551112330,INV-5081,TS09AB9991,227
710054496835,INV-5083,TS09AB5901,224
589239697794,INV-5085,TS09AB8574,613
493534124529,INV-5086,TS09AB3572,341
702590411535,INV-5087,TS09AB2983,907
654339083584,INV-5088,TS09AB5884,440
560322770449,INV-5089,TS09AB6512,469
600516214006,INV-5090,TS09AB4218,967
199111831186,INV-5091,TS09AB6529,427
609163611384,INV-5093,TS09AB7018,201
240214896850,INV-5094,TS09AB2805,776
458433074591,INV-5095,TS09AB3928,134
992287292418,INV-5096,TS09AB5338,236
631153322168,INV-5097,TS09AB8960,418
315115951227,INV-5098,TS09AB9932,873
601122829537,INV-5099,TS09AB7130,764
851682022904,INV-5100,TS09AB5906,331
898146371324,INV-5101,TS09AB4372,628
127420652448,INV-5102,TS09AB4381,976
746392860766,INV-5103,TS09AB9195,51
937476029049,INV-5104,TS09AB4049,17
394300049033,INV-5105,TS09AB7202,97
464542325881,INV-5106,TS09AB5600,486
235700899685,INV-5107,TS09AB6591,381
199680665886,INV-5108,TS09AB2120,828
349038439033,INV-5109,TS09AB7849,698
634664229440,INV-5110,TS09AB1109,977
858312889114,INV-5112,TS09AB6575,630
719270566736,INV-5113,TS09AB1661,41
663913596036,INV-5114,TS09AB3142,154
837639687436,INV-5115,TS09AB1004,346
495015406559,INV-5116,TS09AB9263,387
341310234131,INV-5117,TS09AB7796,429
462669282320,INV-5118,TS09AB3628,741
999473624768,INV-5119,TS09AB7979,616
601809927126,INV-5120,TS09AB6478,974
782653817902,INV-5121,TS09AB9512,229
892979784944,INV-5122,TS09AB6821,347
611298538658,INV-5124,TS09AB7453,120
533085390350,INV-5125,TS09AB1706,101
621470378647,INV-5126,TS09AB2613,745
340270825842,INV-5127,TS09AB7134,786
323830314783,INV-5128,TS09AB1626,517
690776759898,INV-5129,TS09AB2937,570
186405976637,INV-5132,TS09AB5657,555
760792440132,INV-5133,TS09AB5389,996
377900529426,INV-5134,TS09AB5597,413
761258951851,INV-5135,TS09AB7879,211
606281910919,INV-5136,TS09AB1526,217
637764488104,INV-5137,TS09AB6484,738
788630927469,INV-5138,TS09AB3910,965
888064333453,INV-5139,TS09AB8082,662
473192340564,INV-5141,TS09AB7142,701
252898375205,INV-5142,TS09AB1560,804
563099014308,INV-5143,TS09AB8107,896
840443484701,INV-5144,TS09AB9957,884
669970530258,INV-5145,TS09AB2148,836
710259523849,INV-5146,TS09AB3692,197
806514619714,INV-5147,TS09AB8326,810
321142076576,INV-5148,TS09AB4092,254
180712451515,INV-5149,TS09AB4169,93
885626713900,INV-5150,TS09AB6858,315
377457494544,INV-5151,TS09AB7909,877
289011403017,INV-5153,TS09AB4426,849
192753089709,INV-5155,TS09AB9536,304
882492887160,INV-5156,TS09AB3336,48
637325349950,INV-5157,TS09AB1403,134
371848606053,INV-5158,TS09AB4895,828
222217797957,INV-5160,TS09AB4150,404
522323948319,INV-5161,TS09AB4312,609
766791232732,INV-5162,TS09AB5923,36
438670025455,INV-5163,TS09AB3769,472
251049128730,INV-5164,TS09AB8582,40
868574361348,INV-5165,TS09AB2013,737
182644820903,INV-5166,TS09AB5945,183
910014120119,INV-5167,TS09AB5866,751
178688764563,INV-5168,TS09AB9879,466
892347693775,INV-5170,TS09AB7096,410
591269661633,INV-5171,TS09AB7156,34
947806299925,INV-5172,TS09AB6017,899
908421968916,INV-5173,TS09AB5308,885
966886517754,INV-5174,TS09AB2478,417
820837247757,INV-5175,TS09AB8070,370
221883817102,INV-5176,TS09AB2048,275
289598054004,INV-5177,TS09AB9101,710
841800033088,INV-5178,TS09AB1570,303
926274378538,INV-5179,TS09AB5254,871
821945239101,INV-5180,TS09AB9229,153
397640519566,INV-5182,TS09AB3809,229
781558713247,INV-5184,TS09AB2938,429
374306025939,INV-5185,TS09AB5874,142
487038826517,INV-5186,TS09AB5178,256
756178448894,INV-5187,TS09AB9310,706
609279819770,INV-5188,TS09AB9169,112
206301807048,INV-5189,TS09AB8018,716
625860182728,INV-5190,TS09AB3075,268
272817867694,INV-5191,TS09AB2543,364
594610278438,INV-5193,TS09AB8285,174
998456496055,INV-5194,TS09AB6574,622
632503262203,INV-5195,TS09AB1907,474
738637029431,INV-5196,TS09AB9263,307
233782103784,INV-5197,TS09AB5253,477
578907317027,INV-5198,TS09AB1114,761
242807366401,INV-5199,TS09AB1386,164
632854876708,INV-5200,TS09AB9885,723
898288941362,INV-5201,TS09AB1495,324
396150395464,INV-5202,TS09AB3193,970
675545814594,INV-5203,TS09AB6317,415
340525987397,INV-5204,TS09AB2784,955
756027544417,INV-5206,TS09AB5926,231
120932147678,INV-5207,TS09AB3114,124
130730511003,INV-5208,TS09AB6154,431
444941758933,INV-5209,TS09AB2020,22
906036396613,INV-5210,TS09AB6681,279
100837704027,INV-5211,TS09AB1239,798
451351911328,INV-5212,TS09AB8419,335
499782584232,INV-5213,TS09AB5832,671
872599907273,INV-5214,TS09AB4134,921
261160576647,INV-5215,TS09AB5494,820
100606539258,INV-5216,TS09AB2801,912
528881611387,INV-5217,TS09AB4279,823
599640774706,INV-5218,TS09AB5671,371
751052042493,INV-5220,TS09AB6848,644
371941502513,INV-5221,TS09AB9385,806
709166002092,INV-5223,TS09AB3610,429
533204220553,INV-5224,TS09AB8067,857
129106877003,INV-5225,TS09AB6320,968
905457542234,INV-5226,TS09AB4511,524
301512354290,INV-5227,TS09AB1208,448
814276482370,INV-5228,TS09AB7923,200
118179199177,INV-5229,TS09AB1348,84
966475126282,INV-5230,TS09AB5236,290
102199172455,INV-5231,TS09AB8009,593
800746099654,INV-5232,TS09AB1445,924
797936907768,INV-5233,TS09AB3803,371
562475391635,INV-5234,TS09AB5455,639
666164926025,INV-5236,TS09AB2891,72
847584832257,INV-5237,TS09AB2228,410
967855064744,INV-5238,TS09AB1801,481
666900995092,INV-5240,TS09AB2709,968
826264015017,INV-5241,TS09AB5899,71
965235077663,INV-5242,TS09AB7961,550
944669357017,INV-5243,TS09AB2440,253
656904460554,INV-5244,TS09AB5629,284
407963306091,INV-5245,TS09AB2288,422
430807528260,INV-5246,TS09AB3945,848
584978652473,INV-5247,TS09AB2409,380
963940375796,INV-5249,TS09AB7980,199
687888556074,INV-5250,TS09AB7898,407
786666102884,INV-5251,TS09AB7058,598
668840178615,INV-5252,TS09AB8989,388
171536902452,INV-5254,TS09AB1170,607
297615200133,INV-5256,TS09AB2588,28
634868493949,INV-5259,TS09AB5616,681
209068680826,INV-5260,TS09AB3233,621
743699913231,INV-5262,TS09AB7866,971
645206955670,INV-5263,TS09AB6696,762
832094518181,INV-5265,TS09AB1441,529
869575003748,INV-5267,TS09AB3679,465
576569860872,INV-5268,TS09AB5895,368
200878569857,INV-5269,TS09AB6656,954
644075862425,INV-5270,TS09AB9635,650
343141479462,INV-5271,TS09AB7947,996
437284162894,INV-5272,TS09AB1086,665
782561088246,INV-5273,TS09AB3538,230
535032933322,INV-5274,TS09AB1661,112
760991213787,INV-5275,TS09AB5965,463
185692712203,INV-5276,TS09AB1695,610
816753098686,INV-5277,TS09AB5478,354
605939464060,INV-5279,TS09AB7651,293
244485019924,INV-5280,TS09AB7145,64
188389727627,INV-5282,TS09AB9011,680
380546511680,INV-5283,TS09AB8051,276
547875625147,INV-5284,TS09AB5129,61
154627344422,INV-5286,TS09AB1411,821
337507918332,INV-5287,TS09AB8394,947
192054222761,INV-5289,TS09AB9431,948
157053661287,INV-5291,TS09AB7601,589
382181624885,INV-5292,TS09AB1230,239
748370733503,INV-5293,TS09AB4343,993
196560585095,INV-5294,TS09AB5407,685
296043761721,INV-5295,TS09AB2117,698
520580582848,INV-5296,TS09AB4038,305
804354699835,INV-5297,TS09AB3036,627
872038715014,INV-5298,TS09AB3944,516
658392714177,INV-5299,TS09AB2326,152
797149676657,INV-5300,TS09AB2562,654
388544792491,INV-5301,TS09AB9301,308
864295970835,INV-5302,TS09AB8150,80
212168252539,INV-5303,TS09AB4084,892
206035211670,INV-5304,TS09AB7635,754
906419547027,INV-5305,TS09AB1839,903
216496711237,INV-5306,TS09AB1942,762
439131895643,INV-5307,TS09AB1108,722
357176445592,INV-5308,TS09AB7561,240
295536054980,INV-5309,TS09AB5907,795
713166890007,INV-5310,TS09AB1458,770
477917070178,INV-5311,TS09AB6587,465
502021911085,INV-5312,TS09AB2480,624
380023399217,INV-5313,TS09AB1302,516
